Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level
16.2,69.6,57.7,0,1
3.6,125.0,42.1,1,4
5.1,98.7,62.3,0,4
12.7,32.4,47.5,1,3
20.5,53.0,71.5,0,0
13.1,62.5,43.6,1,0
8.4,89.9,42.3,1,0
6.9,72.8,56.8,0,4
9.9,67.6,64.1,1,4
10.1,71.4,86.2,0,3
17.8,81.1,39.8,1,3
7.1,97.1,89.7,1,4
7.9,87.2,53.7,0,1
17.4,62.9,57.5,0,3
15.9,79.7,79.0,0,2
11.3,79.5,92.3,1,0
14.6,88.5,48.4,1,2
13.6,91.7,75.3,1,4
1.9,41.6,96.0,1,3
10.5,46.5,47.6,0,2
7.1,87.8,30.0,0,2
15.6,101.2,50.1,0,1
6.7,62.7,58.3,1,0
-1.1,67.7,85.1,0,2
12.8,97.5,73.7,0,3
-6.5,95.2,73.7,0,4
3.8,90.7,73.3,1,0
8.9,77.4,81.1,1,1
-5.7,46.5,69.1,0,0
10.9,110.6,75.2,0,0
9.5,62.6,76.4,1,1
14.6,29.1,65.5,1,0
1.3,63.5,41.9,0,4
9.4,97.5,61.8,1,4
9.4,62.1,61.5,1,2
22.8,74.0,69.3,1,0
9.6,69.8,84.1,1,3
-0.3,73.3,41.6,0,4
5.6,78.3,56.7,0,4
10.6,82.1,90.3,0,0
10.9,76.6,62.2,1,0
12.3,119.1,50.8,1,3
8.8,101.4,82.0,1,0
5.3,60.3,42.6,1,4
8.4,100.3,49.7,1,1
9.8,76.7,58.2,1,4
7.9,90.5,61.6,1,1
11.2,46.3,60.1,1,2
17.0,91.2,71.7,1,4
9.4,60.3,56.0,0,2
6.7,69.1,46.4,0,4
-3.7,83.4,70.9,1,1
9.4,85.4,32.0,0,1
8.2,105.2,73.4,0,0
15.2,60.7,67.7,1,3
12.8,109.6,71.8,1,4
5.8,86.1,79.4,0,1
8.0,46.7,51.1,0,4
9.2,81.0,59.9,0,0
9.9,67.2,71.1,1,4
6.6,91.6,54.6,1,3
8.0,73.3,53.8,1,4
12.8,72.7,47.4,1,2
4.7,109.2,75.4,1,4
11.4,114.6,62.7,0,1
7.1,72.9,61.0,0,2
11.5,63.5,81.6,0,4
12.0,18.6,54.5,0,3
11.1,97.2,67.9,1,2
18.4,94.4,44.8,1,1
19.3,85.5,47.7,1,2
10.8,32.6,102.4,1,2
7.5,115.0,70.5,0,2
4.2,73.2,78.5,1,1
-2.1,54.2,52.1,0,3
13.5,44.9,81.9,0,2
13.7,90.8,68.3,1,0
15.4,51.4,57.8,1,4
7.4,77.1,67.7,1,1
2.9,71.4,69.5,0,2
15.0,51.0,83.2,0,4
13.5,59.0,77.9,1,0
14.1,87.1,83.6,1,1
16.4,88.9,95.4,0,1
9.8,78.2,51.9,1,2
6.0,60.2,79.5,0,1
-5.9,55.1,79.7,0,4
9.4,67.7,68.1,1,1
8.5,84.7,55.0,1,1
7.1,74.7,49.1,1,0
6.1,76.0,57.2,1,1
-1.0,76.4,94.1,0,3
1.7,84.3,32.9,0,4
9.8,49.9,59.3,1,0
9.7,78.9,55.1,1,1
8.7,81.2,51.7,0,0
14.6,40.2,82.1,1,4
3.2,78.6,38.6,1,1
8.9,96.4,62.3,0,2
10.1,77.3,94.1,0,4
7.6,86.3,68.0,0,2
8.0,84.8,74.8,0,3
3.5,72.8,88.1,1,3
17.1,57.8,48.0,1,0
8.4,55.2,43.2,0,4
23.5,50.5,84.4,1,3
12.5,36.5,57.9,0,4
14.6,94.8,97.3,1,1
15.2,73.5,53.8,0,2
-1.2,71.2,83.8,0,4
8.1,47.3,63.0,0,1
9.5,115.6,54.6,0,0
17.1,77.9,74.7,0,4
18.2,65.2,95.3,0,4
1.9,62.2,76.7,1,0
5.5,85.9,57.5,0,3
17.8,46.3,43.5,0,1
18.4,67.6,65.7,0,4
12.9,90.1,60.5,1,1
15.6,65.8,54.0,0,3
8.1,58.5,76.1,1,2
9.4,76.5,47.6,0,1
8.0,95.8,46.9,0,3
8.5,85.9,58.7,0,3
2.9,95.3,50.5,0,0
5.2,101.5,72.1,0,1
11.4,74.1,95.2,1,4
2.3,52.6,66.4,1,2
7.1,80.4,72.8,1,1
3.3,76.0,53.4,0,4
12.1,43.5,87.9,1,3
6.1,99.9,56.8,0,1
6.1,79.2,92.7,0,3
15.5,57.5,52.6,1,2
9.6,17.0,54.5,0,3
23.8,76.6,81.2,1,0
15.9,112.9,101.0,0,3
8.1,43.0,93.2,1,0
18.7,88.8,80.9,0,4
9.2,53.6,55.9,0,3
8.0,75.4,76.3,1,1
11.7,83.4,68.2,0,4
6.2,91.6,79.6,0,3
13.3,71.4,80.2,0,2
8.5,59.2,59.2,1,4
10.5,75.5,59.8,1,0
5.0,86.7,62.7,1,4
14.0,85.9,87.0,1,3
5.7,94.7,78.9,1,4
4.6,114.8,57.8,1,2
5.6,36.4,57.0,1,2
5.5,67.0,60.6,1,2
8.3,91.9,83.0,1,3
3.0,39.5,75.6,0,1
11.2,62.7,76.2,0,4
10.1,64.8,54.4,1,4
16.3,86.0,74.8,0,4
14.6,36.9,77.2,0,2
6.1,117.9,87.9,0,4
-1.5,74.2,60.0,1,1
10.9,92.1,73.9,1,2
5.3,82.3,51.2,0,0
8.1,96.7,70.8,1,1
14.9,82.2,62.4,0,0
8.6,73.1,66.1,1,2
3.7,34.0,30.9,0,1
4.3,72.6,43.3,1,4
1.2,85.6,65.9,0,1
15.0,74.9,75.4,0,4
7.9,91.1,62.8,1,2
4.2,65.4,29.1,1,4
9.2,62.4,64.9,1,3
12.9,82.2,73.8,0,2
11.3,83.6,65.1,1,4
12.3,90.1,62.2,0,4
3.2,59.9,71.5,0,0
11.8,91.3,65.5,0,2
7.7,79.5,56.3,0,2
4.1,127.1,70.4,1,4
17.9,75.7,51.5,1,4
8.5,58.1,46.4,1,3
10.0,116.3,81.9,1,3
10.3,94.4,45.8,0,3
9.8,87.4,49.1,0,0
23.2,107.6,76.3,1,0
12.3,95.0,71.9,1,3
13.0,90.8,73.7,0,2
12.3,63.3,54.8,1,4
-2.8,69.1,84.5,1,0
7.2,69.5,54.4,1,0
11.0,45.7,47.1,1,1
6.3,75.0,60.1,1,1
9.9,94.8,82.1,1,4
18.3,87.8,52.4,1,2
3.3,90.0,54.5,0,4
10.7,66.8,62.0,1,0
5.4,79.8,83.2,0,4
14.9,43.6,82.7,0,1
10.9,103.3,58.3,1,4
10.1,86.1,59.6,1,0
16.4,55.2,81.8,1,0
12.0,53.8,53.0,0,2
9.4,71.9,72.5,0,0
12.3,21.1,65.3,1,3
20.3,38.2,48.3,0,3
13.3,91.3,37.7,1,1
10.6,89.4,85.1,0,3
11.7,104.1,85.2,1,2
12.1,122.6,75.9,1,4
1.3,65.5,72.3,1,0
12.3,38.2,74.0,1,2
2.9,85.0,77.0,0,1
5.4,52.1,60.6,1,1
9.4,52.5,90.1,1,4
14.1,59.7,51.1,0,1
7.0,59.4,53.2,0,3
5.8,99.8,66.3,0,2
10.7,41.7,50.2,0,0
9.5,71.1,55.8,1,4
16.0,35.7,65.8,1,0
9.1,111.1,67.0,0,0
12.5,95.1,73.9,1,2
9.2,40.5,72.6,0,4
6.6,56.4,60.0,1,0
-2.8,92.3,81.4,0,2
18.0,83.6,71.0,0,3
6.9,73.0,43.0,1,2
4.2,78.6,89.5,1,2
12.9,64.5,68.6,1,3
15.3,84.3,55.3,0,2
12.3,69.4,97.1,1,1
4.4,59.1,74.3,1,3
17.9,94.1,45.9,0,1
6.3,110.6,77.7,1,0
13.5,80.4,82.8,1,4
4.1,69.5,78.3,0,2
-3.8,93.9,45.0,1,4
13.7,54.6,84.5,0,3
15.1,97.3,89.3,0,4
12.5,89.0,75.0,1,2
10.3,55.4,83.0,0,0
14.3,81.0,85.7,1,2
11.1,59.4,74.7,0,4
6.5,64.3,76.2,0,1
9.9,57.1,83.4,0,4
11.9,59.1,58.4,0,0
-2.7,115.5,60.3,1,1
5.6,45.7,90.5,0,3
2.5,86.5,59.5,1,4
4.8,62.1,64.6,1,3
13.2,62.3,88.2,1,1
13.8,85.5,65.9,0,0
9.1,75.3,57.3,0,2
6.7,69.6,49.8,1,2
13.6,81.3,46.7,0,0
11.0,74.7,61.2,1,0
7.3,59.8,41.7,0,4
11.2,76.3,42.3,0,2
13.8,73.3,42.9,0,3
15.5,69.2,96.6,1,2
5.3,87.2,63.8,0,4
9.3,67.2,71.8,1,2
12.2,85.1,57.0,0,3
4.4,66.1,52.6,0,2
6.2,83.4,62.7,1,2
9.8,97.0,38.7,1,1
9.7,53.7,73.9,1,0
5.4,67.4,91.6,0,2
10.4,81.1,90.4,0,4
15.1,105.9,59.2,0,0
9.4,93.2,80.0,1,2
6.9,60.0,57.9,0,3
10.4,68.5,56.8,0,2
8.9,73.6,95.4,1,2
11.8,74.3,47.7,0,0
12.2,71.1,68.1,0,1
5.9,83.9,44.3,1,0
7.3,85.3,71.1,0,3
10.2,83.1,31.7,0,3
14.5,85.3,75.4,1,0
9.2,76.1,72.2,1,3
8.6,64.9,85.8,1,0
8.3,95.0,61.3,1,3
2.1,70.9,39.0,1,3
7.2,39.5,56.4,1,1
9.0,92.6,83.8,1,1
13.4,60.6,53.1,1,2
17.0,62.6,44.3,1,1
11.5,53.3,63.3,0,2
10.7,71.1,71.9,0,0
18.6,75.5,76.7,1,1
4.1,100.5,59.4,1,0
4.1,58.4,80.6,1,0
7.7,97.5,61.5,1,3
0.8,68.3,61.9,0,2
11.8,92.6,43.9,1,0
12.9,85.8,58.6,0,0
3.1,47.0,50.3,1,1
12.5,55.3,47.2,1,0
1.9,89.4,97.3,0,1
12.9,105.0,61.7,0,1
12.9,79.4,74.6,1,1
16.8,56.4,99.4,1,4
6.0,29.4,81.8,0,1
7.4,79.7,74.6,0,4
12.4,73.8,62.4,0,2
14.1,71.9,62.5,1,4
2.9,66.8,78.1,0,2
9.3,53.2,67.4,1,1
7.9,58.5,75.6,0,2
13.7,69.1,54.1,1,2
7.8,92.8,102.9,1,0
14.4,59.4,87.7,0,4
9.2,83.3,85.2,1,2
9.7,53.5,49.4,0,2
9.6,64.6,57.5,1,0
3.9,81.3,88.3,0,1
13.1,82.3,40.3,0,4
21.0,82.0,31.7,1,4
8.6,83.2,67.3,0,1
14.9,81.7,78.9,0,0
-1.4,67.1,64.8,1,1
9.1,55.5,89.9,1,4
17.3,85.0,73.8,0,0
7.0,51.0,78.0,1,1
9.9,95.8,93.4,0,0
5.6,111.1,82.2,1,3
11.1,80.9,57.8,1,1
-3.6,40.8,62.0,0,3
13.3,106.2,48.4,0,3
9.5,81.8,52.0,0,2
9.8,104.4,48.9,0,2
7.1,63.2,83.0,0,2
9.2,61.3,34.3,1,2
20.7,73.0,44.0,1,2
3.9,44.0,83.9,1,2
17.5,125.4,76.2,0,2
3.1,110.4,53.2,0,3
12.1,108.6,56.9,0,3
3.9,52.9,78.5,0,3
12.4,51.4,68.9,1,0
11.2,76.0,54.7,0,3
14.4,58.7,61.8,0,4
16.2,79.2,56.1,1,3
4.6,69.8,76.4,0,2
18.9,69.1,87.9,0,2
9.1,25.8,81.9,1,0
1.6,86.3,34.0,0,3
8.0,90.3,53.4,1,0
14.0,53.7,101.8,0,0
4.8,32.7,98.0,0,1
-1.3,85.5,45.0,0,4
7.1,72.0,76.0,1,2
-0.8,57.1,46.8,0,1
12.4,117.9,86.9,0,2
4.4,85.5,97.6,0,3
22.5,78.1,46.8,0,3
-0.4,106.1,59.3,0,0
11.8,95.7,81.8,1,4
3.8,94.1,82.2,0,2
11.7,69.5,69.9,0,2
17.4,51.0,85.5,0,0
15.0,105.3,41.4,1,4
12.6,54.6,76.8,1,2
9.1,57.3,70.5,1,4
12.5,74.6,72.7,0,3
13.3,104.8,44.3,0,1
7.9,90.5,56.0,0,0
5.8,72.8,73.2,1,1
11.5,71.1,54.4,0,1
8.2,59.4,75.5,0,1
9.2,82.6,61.6,1,0
9.1,65.1,67.1,0,4
7.6,55.1,67.4,0,4
11.0,89.8,45.5,0,1
22.6,96.9,54.8,0,0
5.2,90.8,67.7,0,0
12.0,72.5,53.5,1,3
8.2,53.7,80.9,1,1
15.8,78.8,84.1,0,4
11.5,40.6,73.8,1,1
20.7,74.1,54.7,1,1
3.8,55.5,62.3,0,4
6.8,66.3,106.8,1,2
8.8,72.2,57.2,1,1
9.1,69.6,70.8,1,2
3.6,58.9,78.1,0,3
7.4,86.2,43.9,1,3
13.4,106.5,52.8,1,2
12.5,76.1,65.5,1,4
15.0,61.7,65.0,0,2
7.4,78.2,39.0,0,3
5.7,69.8,53.7,0,4
3.5,74.5,62.6,0,0
7.5,71.1,41.0,1,1
10.8,68.1,79.8,0,4
10.0,50.3,73.3,1,3
9.9,46.6,54.3,1,0
2.9,60.0,82.1,1,0
7.2,54.4,55.9,1,3
8.9,69.7,66.9,1,0
21.0,60.4,78.7,1,2
15.4,61.1,65.4,0,0
17.3,56.5,50.4,1,0
5.5,77.8,53.2,0,1
19.0,76.3,56.6,1,1
21.0,89.6,74.8,1,1
6.8,93.4,200.0,0,4
15.3,86.1,52.6,1,3
6.7,93.0,69.9,1,1
20.7,44.6,74.0,1,4
6.9,95.7,57.5,0,0
11.6,42.3,78.3,0,4
5.3,72.8,54.8,0,1
9.8,49.3,88.2,0,4
3.1,82.7,69.2,1,1
2.3,107.2,71.9,1,4
10.2,71.1,49.6,1,2
6.1,71.0,78.1,1,3
9.8,59.8,51.8,1,1
-0.7,91.2,65.2,0,3
10.6,135.8,84.5,0,1
14.3,52.5,76.4,1,2
1.2,69.3,56.7,0,4
2.4,68.6,51.5,1,0
10.3,66.8,58.5,0,2
1.2,99.3,55.1,1,1
13.5,90.6,74.3,0,4
11.8,101.4,72.9,0,1
12.1,49.5,54.3,1,4
7.8,90.4,97.8,0,2
2.9,93.0,42.9,0,3
10.7,67.9,40.7,1,1
11.6,64.7,80.8,1,0
9.3,59.5,62.8,1,0
6.9,76.6,64.9,0,0
13.3,97.6,49.1,1,1
10.6,107.1,66.4,0,0
6.1,89.9,82.5,0,3
15.3,82.2,40.0,0,3
9.1,86.6,71.5,1,4
11.3,50.9,62.6,1,2
12.7,81.9,48.5,0,3
6.6,71.2,54.7,0,0
12.9,96.5,57.7,1,4
17.7,85.3,64.5,1,3
12.2,63.0,80.5,0,4
10.0,69.6,54.9,0,2
8.3,48.2,65.4,0,3
15.2,59.2,26.4,1,2
5.3,62.5,32.2,0,3
12.8,96.7,40.6,0,2
12.3,97.7,69.0,0,3
9.3,67.1,82.6,0,3
11.0,87.2,78.2,0,3
10.7,62.3,55.3,1,1
15.6,88.6,76.8,1,0
13.6,73.0,84.9,1,3
5.0,90.1,69.3,0,1
7.7,87.5,63.3,1,1
0.7,75.7,30.7,0,1
12.7,59.6,69.6,1,0
5.2,58.3,70.8,1,2
9.1,86.6,81.2,0,4
11.9,70.9,62.0,1,1
7.3,90.2,43.7,1,4
12.0,75.6,68.1,1,4
12.8,49.3,48.0,1,3
8.5,58.5,31.0,0,1
14.6,103.5,84.5,0,0
7.4,26.2,45.5,1,3
15.9,106.6,42.8,0,1
11.0,88.7,61.2,1,1
14.6,106.5,65.2,0,3
6.7,65.7,69.9,0,4
11.9,28.5,61.0,1,4
6.8,65.8,57.8,0,3
13.6,75.1,70.6,0,1
11.6,94.5,51.8,0,1
11.9,89.5,69.1,0,3
12.6,106.5,72.5,0,4
7.4,73.7,59.1,0,0
15.1,108.0,33.4,0,4
4.4,94.9,45.4,1,4
11.4,40.1,67.3,0,3
0.1,66.5,53.8,1,4
20.5,69.1,48.3,0,2
15.2,93.0,58.4,1,1
9.3,92.6,63.9,1,3
17.6,49.7,77.8,1,3
10.0,57.4,55.7,1,1
4.6,68.6,98.7,0,4
8.5,95.0,67.4,1,1
9.4,74.0,31.6,0,4
10.7,75.8,53.3,0,3
14.6,82.0,61.7,0,2
9.0,64.7,48.1,1,4
13.4,67.8,68.4,0,4
14.9,61.5,44.3,1,1
5.5,36.3,71.2,0,2
9.7,77.8,54.2,1,3
7.5,69.3,50.3,1,1
6.6,72.1,50.3,1,0
21.8,94.7,85.3,1,4
10.9,46.6,75.9,1,4
14.4,77.4,39.2,0,3
14.4,56.0,60.3,1,0
11.1,41.5,48.7,0,0
14.2,80.6,69.7,0,4
18.4,88.7,62.9,0,3
16.9,62.8,58.7,1,3
4.7,60.0,62.2,1,3
12.0,93.7,62.8,1,0
14.9,99.5,38.1,1,2
14.8,64.8,72.7,1,3
5.5,87.6,34.5,1,0
5.5,46.8,65.7,0,3
13.6,78.0,78.4,1,0
9.2,49.3,73.1,0,4
9.1,57.0,70.8,1,2
11.9,122.9,85.0,1,3
3.5,85.9,65.3,0,0
11.0,84.2,48.4,0,4
7.6,88.4,77.2,0,4
5.2,34.8,74.9,1,0
10.5,47.8,42.1,0,2
0.3,58.0,59.0,1,2
16.7,49.2,56.8,1,2
14.7,58.2,74.6,0,3
10.8,91.7,67.8,1,4
11.6,100.9,52.4,1,0
4.6,88.3,51.6,0,2
6.3,105.3,54.9,0,3
11.4,59.9,85.7,0,0
6.6,48.0,67.4,0,4
0.2,77.1,87.9,1,4
14.7,98.6,76.4,0,4
7.4,78.2,81.0,0,1
13.1,61.8,78.9,0,1
8.0,80.6,78.0,1,3
19.5,36.9,58.0,1,2
16.0,90.9,61.4,1,0
7.8,96.1,77.7,1,2
9.2,98.2,60.5,0,4
11.2,74.8,55.2,0,0
3.7,126.2,42.9,0,1
8.5,66.6,65.2,0,2
17.0,76.9,67.2,1,0
10.7,78.2,66.7,1,3
13.9,48.1,56.9,1,3
10.5,96.4,102.1,0,2
17.6,80.0,71.0,0,4
2.4,83.1,20.1,1,0
25.0,40.9,65.2,1,1
8.8,59.5,72.0,1,4
5.1,49.7,81.4,1,4
13.4,50.7,107.8,0,2
11.8,90.3,74.6,1,1
14.8,91.0,70.9,0,3
9.3,68.6,89.7,1,3
9.3,35.9,80.3,0,4
11.6,98.3,56.5,0,0
11.5,85.4,58.8,0,0
8.5,43.5,53.2,1,4
18.0,64.0,95.6,0,1
13.5,82.6,76.8,1,1
13.3,21.9,66.7,1,2
6.2,63.2,59.0,0,4
10.7,98.2,71.9,1,0
13.5,76.6,50.2,1,2
4.6,59.4,45.3,0,4
11.1,61.1,62.2,0,4
3.5,87.0,56.7,0,3
7.3,79.2,66.3,0,0
14.7,56.3,70.5,1,1
13.4,51.9,29.6,1,3
10.4,58.2,73.9,0,1
12.6,87.8,82.3,1,0
17.8,57.9,53.8,0,0
8.0,63.0,63.3,0,0
14.6,85.2,73.0,1,3
-1.0,89.7,81.5,0,4
6.3,82.1,45.2,1,3
7.7,66.3,45.7,0,1
0.4,26.3,60.3,0,3
6.4,62.5,104.0,0,0
19.6,112.0,68.6,0,0
3.4,97.7,76.8,1,4
5.7,77.0,67.4,0,2
8.9,83.8,72.4,1,1
8.0,48.7,57.8,0,0
3.9,29.3,70.0,1,3
15.8,57.9,48.8,1,4
9.0,98.6,66.9,0,4
8.5,99.5,63.8,0,1
11.5,90.8,56.0,1,0
7.8,43.5,64.9,0,2
5.5,71.9,73.0,0,3
16.8,78.4,97.9,0,3
14.6,54.4,68.1,0,4
11.9,56.1,58.6,0,4
18.3,87.1,63.1,0,3
8.8,49.1,37.7,1,0
10.4,83.4,62.3,0,0
13.4,76.0,74.0,0,2
3.9,73.5,48.2,1,3
7.1,80.7,60.8,0,3
17.0,79.7,42.5,0,0
13.0,69.1,51.3,1,3
6.6,100.7,48.6,1,1
15.5,81.1,58.2,0,4
5.5,63.2,56.5,1,2
13.3,77.7,54.8,1,3
4.9,69.5,69.7,0,0
12.7,39.2,56.1,0,2
12.8,79.4,69.5,1,3
6.5,98.6,92.6,1,2
5.9,73.6,70.5,1,3
8.8,89.3,72.7,0,4
10.0,54.9,56.8,1,2
9.9,75.6,72.2,0,3
7.4,83.3,62.0,1,1
6.5,38.1,54.9,0,3
6.9,63.7,60.5,0,2
2.7,92.3,27.9,1,3
7.5,72.1,72.0,1,1
13.9,73.6,65.9,0,4
14.7,64.5,58.3,1,0
10.6,35.0,63.2,1,2
21.0,62.2,86.1,0,2
10.5,73.6,63.2,0,1
5.9,80.6,52.4,1,3
4.5,88.6,76.2,0,3
16.0,54.0,50.5,0,0
15.8,48.9,83.9,1,0
18.0,66.3,73.2,1,3
6.8,36.7,68.2,0,2
9.4,85.5,38.2,0,4
-0.6,101.0,66.4,1,3
10.4,60.2,50.6,1,2
14.8,99.9,91.7,1,2
9.0,88.1,72.5,1,0
16.7,64.6,55.8,1,3
13.2,62.0,66.6,0,2
8.5,54.1,58.3,1,2
5.8,64.3,86.8,0,2
12.8,67.5,72.8,0,2
8.2,56.1,100.1,0,4
5.8,40.7,74.4,1,1
10.9,75.3,36.5,0,3
7.3,65.9,80.9,1,4
12.7,69.4,78.9,1,0
14.0,58.7,66.8,0,0
10.8,98.2,89.4,1,2
8.0,54.9,59.4,1,3
20.7,135.2,79.9,0,0
11.0,67.0,72.9,1,0
15.7,27.7,53.3,1,3
4.8,57.1,50.1,0,3
9.4,70.1,62.5,0,1
3.0,66.2,59.5,0,1
1.3,82.0,66.9,1,3
3.3,63.9,59.6,0,0
15.0,84.5,67.6,1,4
13.9,75.8,62.8,0,0
11.5,87.8,65.4,1,3
11.1,71.0,76.7,0,1
3.3,35.4,61.3,0,0
1.2,63.6,85.5,0,2
0.2,85.0,61.8,0,3
4.6,89.8,98.4,1,0
8.6,88.2,64.2,0,2
3.6,74.1,67.1,1,3
10.1,68.5,86.2,0,4
12.1,66.4,47.5,0,3
11.4,92.7,67.2,1,0
13.3,68.3,70.6,1,4
17.1,75.4,84.0,0,2
12.6,63.6,63.5,1,1
9.9,40.9,103.3,0,4
11.9,103.3,59.7,1,1
10.1,110.4,47.9,0,4
20.5,115.7,52.5,1,0
5.0,83.4,64.6,0,1
8.3,59.8,53.6,0,4
16.1,83.1,71.1,1,3
3.8,62.6,69.9,1,2
3.4,43.7,64.7,0,2
13.2,45.7,69.5,0,3
4.0,89.2,68.2,0,3
8.0,78.4,47.7,0,1
9.5,45.0,59.9,1,4
10.3,88.3,46.8,0,0
16.6,42.7,63.1,1,2
11.7,86.2,81.2,1,4
9.8,89.9,72.7,0,0
-0.2,43.9,58.4,1,0
6.9,67.2,73.6,0,2
11.9,88.3,83.4,1,2
8.8,93.1,68.2,1,1
14.9,86.2,71.0,1,4
8.5,60.5,49.9,0,1
9.6,97.5,28.9,1,1
14.2,66.9,43.6,1,3
5.4,67.6,50.1,0,4
12.3,57.0,61.5,0,4
5.7,91.6,57.5,1,1
14.7,79.8,64.1,1,4
3.8,63.8,42.8,1,1
13.9,62.1,83.3,0,1
8.4,97.3,63.9,1,0
11.2,106.7,85.4,1,4
12.7,67.9,74.0,1,4
8.0,95.8,68.6,0,3
4.5,84.7,79.6,0,4
12.2,70.7,68.3,0,4
8.6,74.0,53.9,0,3
10.4,64.5,82.9,1,0
12.6,76.8,91.7,1,2
11.6,81.3,70.6,1,0
10.5,53.9,38.2,0,0
7.7,101.3,72.6,1,4
7.4,56.5,43.6,1,2
9.2,109.4,77.7,1,3
7.9,63.3,71.4,0,0
12.1,92.9,66.1,0,1
10.5,91.9,80.5,0,4
10.9,77.9,67.5,1,3
11.5,76.8,52.2,0,0
11.1,93.4,200.0,0,0
18.3,64.8,60.3,1,1
0.6,61.1,46.6,0,2
11.4,84.2,41.6,0,2
9.6,50.5,49.0,0,2
7.9,68.7,71.8,1,0
6.8,81.8,34.1,0,1
5.2,78.8,48.6,0,2
13.9,91.6,69.7,1,2
10.1,125.4,61.2,1,1
12.1,91.8,61.0,1,1
10.6,114.9,66.7,0,1
14.0,78.5,40.1,0,4
15.3,79.1,44.7,1,0
10.3,49.7,84.0,1,2
15.5,134.1,41.4,1,1
16.6,90.7,61.5,1,2
7.5,64.0,74.1,0,1
9.5,61.7,75.1,0,3
11.4,45.6,69.0,1,0
10.6,86.5,44.3,1,1
9.5,89.3,71.5,1,4
11.4,87.0,69.5,1,1
8.2,89.8,65.2,0,3
6.9,80.2,54.9,0,3
12.5,90.2,39.4,1,2
5.3,36.2,82.0,0,4
9.4,30.6,51.0,0,4
-0.4,47.0,77.8,0,0
14.9,85.1,116.4,1,2
4.6,32.4,68.9,0,1
13.9,39.2,56.3,1,3
6.6,57.2,64.5,0,1
13.3,72.3,54.3,1,2
10.0,68.3,54.5,1,3
15.0,91.7,51.6,1,1
8.7,55.7,93.0,1,4
18.9,64.1,45.7,1,1
9.2,57.2,72.7,0,1
6.6,95.3,64.9,0,1
6.7,64.4,65.8,1,3
12.3,79.9,61.4,1,3
14.7,62.2,49.3,1,1
19.3,100.3,39.4,0,0
6.2,52.7,64.7,1,1
7.3,41.8,58.8,1,0
9.1,80.8,68.4,1,4
11.9,61.4,57.0,0,3
9.4,68.9,51.5,1,2
11.2,43.4,55.4,1,4
10.5,59.5,58.1,1,4
8.5,73.4,73.6,1,0
11.8,84.6,85.2,1,0
10.2,122.1,64.0,0,4
10.0,58.1,57.0,1,0
6.6,86.4,72.6,1,1
10.0,77.5,71.1,0,2
13.8,81.8,61.6,0,3
5.0,89.1,82.1,1,1
13.0,90.4,77.3,1,0
4.5,72.8,58.4,1,2
9.6,85.2,68.9,1,0
3.2,101.7,57.9,1,4
7.1,65.5,83.5,1,1
15.9,78.8,70.4,1,3
2.4,44.7,64.7,0,3
3.0,91.4,58.3,1,2
15.6,62.5,61.0,0,1
9.0,61.5,55.9,0,2
12.1,68.0,72.8,1,1
11.5,40.7,79.8,0,2
11.9,59.3,61.4,0,1
16.6,88.4,90.8,1,3
17.3,41.8,80.0,1,4
2.8,60.1,52.5,1,3
13.7,92.0,58.8,0,3
13.4,110.0,83.8,1,3
2.7,74.2,50.4,0,3
-0.5,81.0,71.3,1,0
21.8,58.9,65.3,1,4
20.4,91.1,78.5,1,3
14.5,74.8,72.9,0,4
5.3,60.7,93.8,1,3
11.5,82.6,48.8,1,0
4.0,71.0,58.1,0,3
11.0,79.5,50.7,1,3
7.2,75.6,50.5,1,3
19.3,81.7,68.7,1,0
7.5,64.9,76.4,0,1
9.1,87.1,66.8,0,3
12.5,59.9,80.9,0,1
5.8,80.2,63.7,1,3
17.3,57.6,64.5,0,3
11.3,40.3,59.7,0,0
9.4,91.8,71.8,1,4
11.2,75.4,82.2,0,0
9.7,71.5,61.3,0,4
6.1,62.5,69.5,1,3
12.3,73.7,48.4,0,0
10.7,95.7,83.3,1,0
9.9,34.4,58.5,0,2
10.1,84.9,57.5,1,1
17.5,88.1,81.2,0,4
6.9,73.5,68.7,1,0
12.5,53.8,43.2,0,1
16.0,71.9,99.7,0,4
6.2,54.2,67.8,0,1
11.5,52.9,78.9,1,1
13.0,79.8,82.6,1,2
17.0,85.0,62.0,1,0
3.8,94.4,78.2,1,4
7.0,89.3,60.0,1,4
7.8,72.2,63.8,0,4
7.3,54.7,96.0,1,3
5.2,89.4,99.0,0,3
4.8,68.5,73.0,1,2
1.3,60.2,56.8,0,1
20.1,75.8,61.9,1,1
9.7,93.7,35.8,0,0
15.8,43.4,83.5,1,0
11.3,73.8,87.6,0,3
14.1,76.0,89.5,1,2
1.1,110.0,76.0,1,2
11.4,80.6,66.3,0,0
5.0,60.7,73.5,0,1
5.4,79.8,85.0,0,3
5.4,82.2,36.7,0,2
3.8,45.9,83.2,1,2
8.1,76.4,69.9,1,1
11.1,64.9,108.4,0,2
8.4,60.4,82.6,0,0
11.3,74.9,58.7,1,3
1.5,96.9,55.8,1,3
8.9,89.0,77.0,1,2
10.0,65.5,49.7,1,4
8.7,77.8,82.7,0,0
1.7,84.3,90.8,1,3
13.2,62.4,58.3,0,1
6.1,60.8,66.4,0,2
11.0,90.9,61.6,0,2
7.5,91.2,70.8,0,2
